P_Average,P_SD,W_Average,W_SD
177984.083881,6098.652747,733802.495991,24941.042052
169424.367164,5836.913294,718328.894970,24423.136301
162592.859009,5675.215590,704421.297983,24075.616767
156872.174980,5539.425719,691933.429305,23737.650732
151514.558026,5422.375789,680067.524696,23343.828003
146320.657829,5391.356453,668219.838385,23162.018793
141389.085440,5491.756163,656689.447534,23096.348616
136780.657647,5447.056444,645691.820017,22917.707146
132173.217162,5466.459765,634540.763974,22778.871462
127211.278415,5435.828612,622251.854750,22635.430816
122304.174780,5621.001956,609940.382174,22793.042622
117330.480702,5649.964165,597143.562338,22711.553323
112400.732451,5493.614746,584392.795575,22424.208886
107550.548999,5459.232163,571491.337691,22225.400637
102398.353778,5530.241576,557625.992175,22360.004021
97548.034621,5855.832954,544208.629389,22995.721951
93374.305311,5942.476779,532208.931994,23106.596567
88712.667105,6168.008326,518759.109414,23847.440604
83970.860452,5988.047625,504474.540088,23564.195436
80020.683344,5959.329815,492548.851361,23571.361753
76052.047320,6039.938345,480214.739783,24093.484556
72521.329468,5793.609969,468977.302162,23548.945962
69309.443696,5441.850910,458679.911725,22607.244508
66123.879522,6370.244567,447820.771420,25764.257491
63097.951543,7477.830078,436913.629591,29877.284840
61062.396655,7198.176344,430092.109738,29193.350118
59498.435058,7169.705023,424726.108690,29080.387545
57433.046076,7780.488488,417113.704366,31901.108668
54917.938425,8590.634664,407266.220029,35862.321414
52562.961151,9268.259223,398160.226983,39763.250569
50673.300058,9492.906286,390955.636108,40670.539900
48281.209336,9892.114045,381030.162946,42705.083438
45530.257643,10908.945447,369148.887852,50298.015965
42684.910248,12493.512544,355849.358269,59948.839042
39416.102763,13140.650172,340627.656879,63787.352615
36627.509569,13084.497611,327313.799371,66795.432589
34321.888553,13394.870823,313503.533007,80142.997049
33426.044595,13732.048971,307399.281646,87308.245068
32532.104866,14288.117072,301694.657567,91712.394935
31288.190078,14679.045813,295298.871299,91786.137988
29008.008406,15244.823162,282212.511514,94086.895371
26869.770128,14825.924195,270879.841076,93425.994003
25001.950800,13624.712602,261342.465948,89369.663795
24258.334834,12977.249688,257436.794973,86909.759423
23741.892596,12598.503896,255355.974513,84018.254710
23549.621323,12814.413113,254203.898699,84525.194903
23535.947287,13260.577850,252966.102626,87309.412003
22761.483045,13699.595764,245967.922932,94003.313786
21812.050578,13834.222272,238515.969671,98281.712228
20909.466423,13672.434875,233150.161125,96708.285294
19590.246642,13114.280747,225404.435041,94852.372798
18313.220738,12712.637945,216834.957317,94661.578316
16511.744941,11595.980210,205580.655727,90210.973571
14798.412402,10690.439049,194888.212916,83728.738325
13212.725469,10735.341613,181891.546703,85144.001753
12142.520709,10519.306878,171528.375802,86037.362627
11311.070690,9803.192718,165855.192367,83085.547461
10825.352678,9295.983336,162759.609212,79815.699063
10471.918498,9021.420630,159618.626283,79345.894062
10291.767728,9009.529419,157727.011897,79326.925953
10043.009961,8895.473516,155982.809129,78761.175825
9659.517480,9240.394910,151299.012669,79686.371096
9659.732896,9770.812796,149863.344850,82696.853426
9707.877219,10242.687335,149431.688142,84795.158211
9515.872842,9986.813656,148853.792165,83218.463022
9097.452060,9442.127100,145978.313840,80307.845368
8596.945025,9054.461557,142207.858110,77284.263521
8000.064029,8538.479795,137016.319557,75384.118143
7308.789394,7874.743830,130458.270695,71618.230886
6988.639634,8003.410292,125933.904219,73510.437495
7064.419511,8338.375440,125505.657480,76690.433669
7057.533144,8486.408097,125399.039484,77240.094593
6964.270978,8422.127791,124541.438951,76134.161118
6537.093851,8504.968145,119635.374737,75061.491013
6341.694368,9007.872960,115237.970223,78628.499942
6451.302468,9360.565129,115102.749604,80908.990142
6276.226562,8962.755274,114128.993612,79705.048134
5829.025417,8269.857657,110954.853717,74752.035696
5331.433008,7753.561452,106697.525166,70175.289282
4987.125517,7236.723506,103957.395342,66750.288471
4673.879640,6811.871016,101216.942031,63847.908712
4351.183864,6022.127958,98902.101019,59198.718423
3919.738950,4869.585106,95585.577262,52500.565662
3591.527101,4575.557927,92106.176896,48788.509623
2952.776841,3705.459995,85163.829698,40511.501086
2332.759902,2865.363048,77436.053542,32526.924684
2185.753023,2652.568024,75318.526154,30985.709640
2174.722847,2824.815593,74284.810795,32794.664447
2181.001444,2983.726962,73529.801543,35053.773492
2244.649075,3381.097088,73577.580256,38248.810998
2298.366451,3702.911385,73149.858288,40998.563117
2297.142691,3650.263335,73000.359687,41339.692242
2189.474172,3121.135782,72574.479329,38169.998037
2021.316339,2656.705877,71084.196930,33235.525363
1999.552137,2742.357817,70914.655910,32894.983210
1958.142295,2809.302967,69952.173803,33146.010904
1930.592021,2822.628439,69087.603134,33465.655212
1930.504230,2812.231418,68934.539358,34119.706338
1843.131342,2464.966393,67936.491922,32289.237169
1774.146385,2224.265439,67081.823863,30141.538835
1835.710247,2433.933907,67754.019191,31811.838558
1927.483017,2811.735827,68533.966686,34605.054378
1826.247823,2812.109028,66936.531805,33314.679276
1639.538559,2827.805882,63517.018175,31580.195447
1568.928386,2722.146175,62119.326321,31264.722082
1447.147279,2068.038698,61238.036875,26406.973025
1206.130141,787.365896,58827.831706,13840.256208
1036.398657,297.038983,55556.270612,8317.712456
1022.484004,315.475964,55126.535386,8526.810251
1017.183267,364.569008,54847.763917,9716.252697
1005.513818,410.618124,54296.254592,10738.130272
993.002293,412.606499,53952.195117,10698.552678
970.529434,380.984353,53434.963298,10080.142424
942.751372,365.881650,52667.976285,9980.179838
931.136263,375.535785,52291.628385,10244.641772
931.710001,389.708359,52234.540985,10501.592549
918.299823,364.821985,51916.638131,10239.881918
888.125880,337.885340,51046.247375,9933.281851
869.248816,321.200852,50511.462763,9736.693029
859.725421,301.035840,50345.032358,9150.112682
861.536786,303.222113,50429.701533,9161.185094
854.588312,310.243556,50149.127064,9395.016024
842.268307,314.215268,49778.316370,9450.999420
827.346169,323.472877,49323.772552,9608.382911
801.952959,319.909961,48556.446690,9409.413936
779.068228,312.667520,47847.767113,9283.926395
755.750880,296.250223,47176.216251,9059.831284
738.650500,279.937052,46645.458255,8817.807799
721.648472,277.805198,46089.584518,8822.735578
710.662344,281.240828,45659.560754,9070.427632
694.440138,274.631949,45117.531794,9071.963830
680.136328,285.473126,44563.591592,9558.012052
656.455065,296.689066,43573.256475,10284.580671
628.062607,300.555249,42405.108577,10994.812934
610.035827,308.099206,41562.355768,11536.759850
601.055475,316.809940,41233.114691,11651.330155
595.013105,313.761063,41034.105390,11466.257293
583.700690,298.489406,40764.947913,10900.285156
576.098434,276.920457,40673.072939,10187.244309
564.208738,254.197856,40388.225118,9474.873719
563.331553,246.768840,40444.059141,9218.117922
566.856805,244.590755,40625.441589,8926.815221
563.305223,238.351643,40546.329718,8547.380866
555.964760,236.647411,40289.713369,8400.705148
546.369336,228.082676,40000.778757,8220.557286
533.530305,217.902078,39536.424045,7977.371670
508.598866,206.093408,38565.065000,7870.351583
497.727022,213.329851,38071.298520,8268.168038
489.372980,219.628198,37651.348730,8607.977454
473.223711,225.968356,36886.889333,9306.122574
459.993213,238.700180,35994.961370,10470.045454
448.791649,239.181325,35358.194665,10913.105762
433.524849,226.252768,34881.589217,10370.812344
420.719088,216.476782,34507.075241,9761.818059
410.921203,213.897296,34138.805407,9416.492917
400.537962,209.548887,33742.652030,9164.094723
389.846787,199.410552,33391.551557,8696.019921
378.405200,186.160610,33019.072021,8132.277426
364.566959,178.817056,32392.903605,7969.739770
352.891385,179.228316,31771.363782,8263.067729
350.679114,185.158603,31479.385098,8863.751453
346.078560,182.152973,31222.033836,8978.104781
346.149209,186.069598,31226.505321,9000.174789
346.943900,192.867551,31215.797783,9214.181875
347.415607,198.303293,31149.680550,9488.503845
344.332499,195.030358,31028.523547,9375.002445
