P_Average,P_SD,W_Average,W_SD
115337001.191631,719321.663321,0.000000,0.000000
105589351.377899,875761.177652,0.000000,0.000000
96601535.771538,1087277.674044,0.000000,0.000000
88388078.051806,1310933.270629,0.000000,0.000000
80826236.978334,1356572.724152,0.000000,0.000000
74115892.810686,1372986.994649,0.000000,0.000000
67982636.965230,1469128.584590,0.000000,0.000000
62673790.533132,1653903.515404,0.000000,0.000000
58050890.839082,1728741.454532,0.000000,0.000000
54012684.572300,1777715.178490,0.000000,0.000000
50280715.731402,1722658.871077,0.000000,0.000000
46853339.347574,1603598.889197,0.000000,0.000000
43735837.850123,1583905.486738,0.000000,0.000000
40853396.231495,1589586.015834,0.000000,0.000000
38209150.852667,1594198.523995,0.000000,0.000000
35721575.687480,1546798.781548,0.000000,0.000000
33382713.608676,1550591.599681,0.000000,0.000000
31177704.180421,1575663.746759,0.000000,0.000000
29336214.980326,1396582.325670,0.000000,0.000000
27610556.730266,1351872.087974,0.000000,0.000000
26054046.131700,1486560.012903,0.000000,0.000000
24480146.362679,1438218.130873,0.000000,0.000000
23094247.847281,1336847.311918,0.000000,0.000000
21822867.767243,1309453.547907,0.000000,0.000000
20656712.157290,1168502.083745,0.000000,0.000000
19485854.122515,1165569.215712,0.000000,0.000000
18380550.563318,1086066.015375,0.000000,0.000000
17438621.561841,1101087.778521,0.000000,0.000000
16618987.255489,992924.254324,0.000000,0.000000
15892806.744764,952320.172792,0.000000,0.000000
15181867.430934,1016783.892724,0.000000,0.000000
14590787.020417,1046648.639672,0.000000,0.000000
14104412.453732,898604.328494,0.000000,0.000000
13708345.881283,931360.461529,0.000000,0.000000
13260243.320140,912376.330359,0.000000,0.000000
12882236.361685,976586.681573,0.000000,0.000000
12491095.451156,1124793.150528,0.000000,0.000000
12090830.239475,1308121.060908,0.000000,0.000000
11768993.168976,1249756.439559,0.000000,0.000000
11425107.997368,1282599.667326,0.000000,0.000000
11061622.753449,1540535.630903,0.000000,0.000000
10577937.233122,1962746.521196,0.000000,0.000000
10268422.394311,2149766.841588,0.000000,0.000000
9961486.843776,2035661.532567,0.000000,0.000000
9548512.676532,2027165.842682,0.000000,0.000000
9264007.636913,1875780.554579,0.000000,0.000000
9005857.206130,1758570.729980,0.000000,0.000000
8814453.707788,1863319.086762,0.000000,0.000000
8767466.707502,1909372.694445,0.000000,0.000000
8688857.688117,1772201.773276,0.000000,0.000000
8533717.088700,1982871.024220,0.000000,0.000000
8192358.975670,2331705.875589,0.000000,0.000000
7812259.281979,2226140.807320,0.000000,0.000000
7738073.013787,2580682.867538,0.000000,0.000000
7984513.254024,2616972.050809,0.000000,0.000000
7980757.133141,2643536.045206,0.000000,0.000000
7838501.235482,2858179.566379,0.000000,0.000000
7456231.757732,3031520.182038,0.000000,0.000000
6646853.991667,3446745.500923,0.000000,0.000000
6096202.691505,3691236.997387,0.000000,0.000000
5893218.940357,3722276.218884,0.000000,0.000000
5450287.236985,3730587.926152,0.000000,0.000000
4920165.429536,3671129.431202,0.000000,0.000000
4560725.924580,3560248.335422,0.000000,0.000000
4284431.855117,3476550.168033,0.000000,0.000000
4006284.334425,3204166.338256,0.000000,0.000000
3917290.689251,3151144.315004,0.000000,0.000000
3816067.570885,3196200.094964,0.000000,0.000000
3575770.606403,3177511.341453,0.000000,0.000000
3329969.577401,3144881.631042,0.000000,0.000000
3257174.443976,3280227.739470,0.000000,0.000000
3131913.523590,3417897.768998,0.000000,0.000000
3042855.140412,3525532.959306,0.000000,0.000000
2942108.819393,3455078.752883,0.000000,0.000000
2701106.130983,3237829.748147,0.000000,0.000000
2323378.152324,2517328.481473,0.000000,0.000000
2055991.768625,2346803.633783,0.000000,0.000000
2043160.697606,2468920.743151,0.000000,0.000000
1963660.255628,2512960.552439,0.000000,0.000000
1911582.776687,2541815.763066,0.000000,0.000000
1812137.769904,2337150.604273,0.000000,0.000000
1599967.645569,2034400.562144,0.000000,0.000000
1434957.900078,1963877.572042,0.000000,0.000000
1393107.471910,1911716.053533,0.000000,0.000000
1439959.648126,2004603.558463,0.000000,0.000000
1544363.618336,2106591.374019,0.000000,0.000000
1588547.545562,2164561.390514,0.000000,0.000000
1562640.235445,2291971.473323,0.000000,0.000000
1609479.120009,2369862.205305,0.000000,0.000000
1530519.248024,2186313.899774,0.000000,0.000000
1341554.859031,1864265.441402,0.000000,0.000000
1287478.791680,1850800.909460,0.000000,0.000000
1189104.738987,1686403.100760,0.000000,0.000000
1018887.421351,1501253.962476,0.000000,0.000000
924698.398732,1475524.073211,0.000000,0.000000
882501.116433,1443845.541036,0.000000,0.000000
853767.501245,1600696.440617,0.000000,0.000000
958968.305214,1787990.986561,0.000000,0.000000
1027594.908894,1890622.399179,0.000000,0.000000
1048828.637780,1909861.944995,0.000000,0.000000
980439.432854,1784761.327093,0.000000,0.000000
879177.097599,1578982.699065,0.000000,0.000000
813545.659527,1424239.031790,0.000000,0.000000
654635.280829,1427274.055933,0.000000,0.000000
621456.298610,1549763.373554,0.000000,0.000000
662243.012003,1617618.748657,0.000000,0.000000
663686.380394,1594883.710217,0.000000,0.000000
594026.881382,1403766.802841,0.000000,0.000000
576210.010761,1361382.245478,0.000000,0.000000
582900.581112,1322527.366340,0.000000,0.000000
575878.612791,1173899.430335,0.000000,0.000000
505543.009580,814263.207007,0.000000,0.000000
402173.606823,583062.589081,0.000000,0.000000
372242.459566,577734.646909,0.000000,0.000000
387223.644040,658228.444758,0.000000,0.000000
381364.141427,772047.500796,0.000000,0.000000
423302.121875,890659.163502,0.000000,0.000000
475947.142835,1021300.485396,0.000000,0.000000
513273.613842,1106674.147954,0.000000,0.000000
535283.739581,1194974.896352,0.000000,0.000000
562194.859764,1253325.516386,0.000000,0.000000
550239.615645,1223816.489581,0.000000,0.000000
484128.593983,1148030.774023,0.000000,0.000000
446546.809090,1181573.001725,0.000000,0.000000
461262.786883,1219782.745111,0.000000,0.000000
475650.861785,1145430.446920,0.000000,0.000000
419265.542358,878673.350198,0.000000,0.000000
350288.513718,852108.242795,0.000000,0.000000
342229.415175,968689.054467,0.000000,0.000000
374508.435060,1074157.173030,0.000000,0.000000
384732.763369,1123065.795779,0.000000,0.000000
363738.159753,1120954.135089,0.000000,0.000000
325870.717604,1060842.371002,0.000000,0.000000
274509.016341,821018.724425,0.000000,0.000000
145538.387232,323744.231699,0.000000,0.000000
90463.730955,262487.790805,0.000000,0.000000
91098.802968,244642.646944,0.000000,0.000000
77527.922526,170044.546354,0.000000,0.000000
64037.033006,140643.206301,0.000000,0.000000
67709.009755,152821.000913,0.000000,0.000000
71371.672862,174668.863945,0.000000,0.000000
88143.078460,219527.282927,0.000000,0.000000
105113.084085,261111.590943,0.000000,0.000000
124695.055915,312539.286609,0.000000,0.000000
148464.441579,374501.879655,0.000000,0.000000
178475.178126,453479.807352,0.000000,0.000000
213082.716134,545427.259130,0.000000,0.000000
244689.637485,631667.592103,0.000000,0.000000
279498.067001,732288.432656,0.000000,0.000000
312572.371539,822794.751058,0.000000,0.000000
337960.712561,899880.513657,0.000000,0.000000
342119.586312,945152.097395,0.000000,0.000000
317377.167229,967531.691027,0.000000,0.000000
255611.600787,963278.172397,0.000000,0.000000
248510.155962,888132.567195,0.000000,0.000000
209488.131267,650844.020112,0.000000,0.000000
106120.867085,325050.849819,0.000000,0.000000
102241.643944,296851.136902,0.000000,0.000000
88842.762716,260235.612268,0.000000,0.000000
87567.064662,282401.622297,0.000000,0.000000
96061.378512,304430.391798,0.000000,0.000000
95694.215425,313440.169296,0.000000,0.000000
93308.946524,369516.292363,0.000000,0.000000
115286.916694,448681.879168,0.000000,0.000000
135664.210410,521286.962095,0.000000,0.000000
159057.510895,598664.767867,0.000000,0.000000
190034.080550,701674.275071,0.000000,0.000000
214248.160688,782860.855921,0.000000,0.000000
237226.786057,839196.176570,0.000000,0.000000
252160.823337,841817.465191,0.000000,0.000000
251742.492932,775934.532900,0.000000,0.000000
