P_Average,P_SD,W_Average,W_SD
175913.416105,2336.667292,6061.423625,38.795225
159321.626535,2603.882498,5791.465707,55.449114
145241.293721,3505.698881,5528.307886,64.363973
132066.622779,4144.778232,5267.924995,80.255936
119925.244204,4852.714486,5025.026658,97.988856
109018.652005,4862.800454,4787.713881,108.843518
100147.784859,5288.353922,4587.036767,126.314058
91833.693973,5532.638801,4393.769149,135.673113
84307.748984,5769.169927,4205.604413,146.976323
77360.090984,5805.560111,4029.206855,158.058013
70764.314016,5991.417829,3856.522883,169.693051
66494.269353,4925.962668,3734.974196,140.163220
61775.958530,4315.189370,3608.109521,127.452357
57260.031281,4032.540480,3469.240868,125.181896
53454.444390,4107.942433,3344.113304,133.649691
49558.574185,4111.099834,3220.991343,139.614272
46352.497030,4233.955972,3117.455221,149.576074
43507.784603,4385.393032,3020.947072,156.748614
40640.457315,4263.441307,2917.119423,161.536533
38079.792777,4295.944476,2823.104255,168.449909
35825.197110,4417.516231,2740.363540,173.095095
34051.751844,3649.613544,2665.134426,151.256911
32544.288281,3868.893353,2607.837274,160.750359
30967.711446,4698.062690,2540.019446,199.657542
29355.458103,4987.837168,2470.582451,226.030576
28044.515630,5023.758658,2413.286003,234.235723
26701.541754,5523.927538,2344.738970,275.066384
25297.387623,5928.271926,2282.298828,307.650827
24435.095314,6632.124624,2230.227789,372.907236
23806.617032,6750.097213,2199.464675,387.721949
23085.041157,6529.981368,2166.149714,388.841600
22305.944106,6509.625578,2118.957582,425.723096
21062.142275,6737.975396,2044.878757,484.014375
19887.459264,6695.571872,1982.950835,494.704837
18849.091082,6104.790963,1931.276853,475.443971
17319.124788,5885.190905,1856.634411,449.081130
15815.617299,6220.493206,1768.308652,456.593440
14299.584809,6425.538205,1666.835581,482.434039
13161.713932,7000.781147,1572.146936,525.805876
12024.607713,6849.776127,1494.207074,537.974927
10879.208447,6679.703408,1403.242158,552.759652
9813.365174,6296.975014,1323.327042,545.690693
9085.330194,6431.121783,1252.470986,574.541555
8245.201304,6708.268679,1165.807781,604.713306
8033.100089,6706.896949,1142.866743,617.311676
7591.450841,6633.500565,1098.477556,622.931866
7438.927046,6527.801676,1064.296669,664.152821
6977.763589,6256.037402,1028.170902,651.265232
6075.554194,5886.207661,937.748960,628.965345
5634.491715,5875.557241,862.651119,663.972006
5406.462385,5486.741921,846.038439,647.357498
5441.315643,5678.812743,838.724367,650.207011
5383.857723,5691.419398,835.129865,650.864465
5055.258573,5510.696020,809.089637,640.962922
4707.251052,5302.808501,775.942234,613.585110
4031.689674,5046.863236,698.866913,593.890440
3478.654518,4977.418238,627.281319,571.876671
3370.751164,5161.683214,600.304038,583.348978
3236.670573,5054.075814,576.303505,584.499798
3083.250416,4720.902243,564.281450,568.688670
2965.176767,4676.816072,550.842191,561.502487
2890.756930,5094.561057,512.987862,591.598573
2865.558706,5353.838121,501.378352,601.867820
2644.301014,5317.015383,459.047488,589.294919
2382.855229,5209.489851,407.216757,577.811385
1995.624700,4881.534548,340.278686,548.362382
