P_Average,P_SD,W_Average,W_SD
4972986.392433,68802.348468,0.000000,0.000000
4914559.633245,78186.202136,0.000000,0.000000
4861288.223347,95442.984213,0.000000,0.000000
4799991.109663,121919.797419,0.000000,0.000000
4731514.914887,141822.426450,0.000000,0.000000
4681075.991224,164565.064071,0.000000,0.000000
4590236.135034,178136.393100,0.000000,0.000000
4470868.959549,235219.031616,0.000000,0.000000
4363413.531379,293581.133606,0.000000,0.000000
4308128.037493,382911.884954,0.000000,0.000000
4229260.763534,427746.790644,0.000000,0.000000
4172121.506924,468621.056141,0.000000,0.000000
4112660.879206,427010.749404,0.000000,0.000000
4083236.099543,384391.485601,0.000000,0.000000
4017808.576683,351476.533245,0.000000,0.000000
3970567.065064,314204.697047,0.000000,0.000000
3885856.506948,401411.469365,0.000000,0.000000
3803243.130865,413250.818692,0.000000,0.000000
3708584.573014,427207.753447,0.000000,0.000000
3644539.665590,488945.465819,0.000000,0.000000
3629361.771145,499961.026390,0.000000,0.000000
3546770.826570,528254.779969,0.000000,0.000000
3438635.477115,585284.427813,0.000000,0.000000
3397634.331023,574267.275528,0.000000,0.000000
3364141.475366,584989.106301,0.000000,0.000000
3274116.718578,584193.675295,0.000000,0.000000
3161649.897555,611441.152697,0.000000,0.000000
3094729.827337,593650.116594,0.000000,0.000000
3058573.765506,606703.755755,0.000000,0.000000
2947044.743274,645106.387352,0.000000,0.000000
2865466.516636,633860.563200,0.000000,0.000000
2792536.762599,638610.541443,0.000000,0.000000
2783871.811748,639417.902080,0.000000,0.000000
2739055.189205,625778.242788,0.000000,0.000000
2635518.891322,615755.462871,0.000000,0.000000
2517985.612974,687021.379083,0.000000,0.000000
2403706.710512,688619.047879,0.000000,0.000000
2327268.087481,671152.749228,0.000000,0.000000
2262427.414224,720489.388634,0.000000,0.000000
2259638.246735,669232.236848,0.000000,0.000000
2248259.769297,656289.149549,0.000000,0.000000
2291243.773562,668340.470507,0.000000,0.000000
2307007.796429,649502.200901,0.000000,0.000000
2264129.036896,582013.561066,0.000000,0.000000
2290867.150482,564625.939834,0.000000,0.000000
2282319.676310,584207.517645,0.000000,0.000000
2215449.903355,631808.659178,0.000000,0.000000
2144335.926177,635863.022258,0.000000,0.000000
2078688.546726,708022.491702,0.000000,0.000000
1965926.188463,807167.565721,0.000000,0.000000
1904931.590574,808661.772610,0.000000,0.000000
1772961.380828,802423.024407,0.000000,0.000000
