P_Average,P_SD,W_Average,W_SD
5002742.347652,62058.243503,0.000000,0.000000
4890393.065214,67942.373933,0.000000,0.000000
4803096.981188,73806.816391,0.000000,0.000000
4746722.663209,78999.983029,0.000000,0.000000
4684194.746129,100069.310389,0.000000,0.000000
4631013.919806,110148.907520,0.000000,0.000000
4559260.316588,134144.744822,0.000000,0.000000
4506700.754068,163848.714448,0.000000,0.000000
4408372.610050,200343.643649,0.000000,0.000000
4324234.066633,218441.082277,0.000000,0.000000
4222232.984334,238329.521830,0.000000,0.000000
4094080.412290,254269.012731,0.000000,0.000000
3978201.067960,268503.396848,0.000000,0.000000
3827007.752382,333567.585563,0.000000,0.000000
3654684.666059,353610.761086,0.000000,0.000000
3469410.815170,431626.436250,0.000000,0.000000
3264797.679558,526343.600903,0.000000,0.000000
3051818.844347,679226.063392,0.000000,0.000000
2772136.562474,826295.425602,0.000000,0.000000
2481717.906290,862968.584096,0.000000,0.000000
2326461.402753,907246.536773,0.000000,0.000000
2217140.405314,907971.096087,0.000000,0.000000
2196320.600255,1040726.911774,0.000000,0.000000
2182145.272483,1041890.132399,0.000000,0.000000
2077312.280529,1113396.898654,0.000000,0.000000
1884234.452349,1080628.362567,0.000000,0.000000
1785275.914056,1121148.958383,0.000000,0.000000
1730956.847409,1120906.635253,0.000000,0.000000
1592759.389273,1143627.345472,0.000000,0.000000
1443313.622568,1082636.674219,0.000000,0.000000
1257593.369277,975156.542202,0.000000,0.000000
960640.987095,900218.958222,0.000000,0.000000
711238.406202,841367.951920,0.000000,0.000000
601319.329144,738531.796372,0.000000,0.000000
560171.860150,695887.563762,0.000000,0.000000
532122.530397,671981.216102,0.000000,0.000000
488478.251272,683121.656003,0.000000,0.000000
461949.167948,619817.607959,0.000000,0.000000
381571.343584,587216.814154,0.000000,0.000000
386705.996486,572467.513836,0.000000,0.000000
351828.890649,472501.801259,0.000000,0.000000
275916.340918,363127.090912,0.000000,0.000000
246188.637413,351838.667170,0.000000,0.000000
263127.414163,429812.294201,0.000000,0.000000
293052.688266,493031.147042,0.000000,0.000000
331514.348904,570840.569124,0.000000,0.000000
347978.078396,596496.152496,0.000000,0.000000
316139.419019,574243.784553,0.000000,0.000000
327322.991386,582559.621659,0.000000,0.000000
295800.061578,532655.067560,0.000000,0.000000
232932.452928,433712.818853,0.000000,0.000000
158209.409644,385071.736225,0.000000,0.000000
141194.758595,376406.276288,0.000000,0.000000
141578.716503,384065.509002,0.000000,0.000000
143755.080424,365750.721894,0.000000,0.000000
130898.336579,288854.070400,0.000000,0.000000
91757.370756,171288.162679,0.000000,0.000000
78759.452186,157003.035822,0.000000,0.000000
70388.876003,130041.459326,0.000000,0.000000
53046.401824,83608.512254,0.000000,0.000000
42476.398761,64192.698695,0.000000,0.000000
45054.014372,63866.795685,0.000000,0.000000
49991.194744,72617.387416,0.000000,0.000000
55858.898403,82495.326236,0.000000,0.000000
59016.370756,89261.862241,0.000000,0.000000
57520.784229,94168.464006,0.000000,0.000000
56565.641376,94380.640028,0.000000,0.000000
52683.347467,89531.714758,0.000000,0.000000
46632.742216,78491.656861,0.000000,0.000000
43140.822614,78112.725510,0.000000,0.000000
42754.470336,83135.668060,0.000000,0.000000
45646.393304,88974.993553,0.000000,0.000000
44767.136255,91372.033202,0.000000,0.000000
43846.280372,97445.364416,0.000000,0.000000
45325.147991,102388.278539,0.000000,0.000000
45793.416124,101750.934558,0.000000,0.000000
46675.282024,100851.179675,0.000000,0.000000
43435.858671,90866.722736,0.000000,0.000000
28608.571907,67581.188891,0.000000,0.000000
27491.172898,65739.245891,0.000000,0.000000
25907.939969,59138.081726,0.000000,0.000000
28082.030658,71923.022152,0.000000,0.000000
32071.410993,82709.443867,0.000000,0.000000
37141.623712,97630.606308,0.000000,0.000000
39565.749758,110493.740670,0.000000,0.000000
43346.592280,127716.790691,0.000000,0.000000
46763.904969,134824.394569,0.000000,0.000000
48263.035328,138422.431313,0.000000,0.000000
43654.282663,141874.002133,0.000000,0.000000
42924.288521,159433.888040,0.000000,0.000000
44525.464148,173978.312629,0.000000,0.000000
43723.977990,183440.651215,0.000000,0.000000
42258.726038,194575.050122,0.000000,0.000000
41876.418596,194064.628581,0.000000,0.000000
36778.307462,165970.230120,0.000000,0.000000
23714.753390,91932.610471,0.000000,0.000000
9430.347046,20114.576297,0.000000,0.000000
9705.594618,21140.352441,0.000000,0.000000
11072.222163,25116.075223,0.000000,0.000000
11187.688817,25965.800626,0.000000,0.000000
10905.476220,26295.831921,0.000000,0.000000
10652.797973,28622.787859,0.000000,0.000000
11126.194642,28860.186394,0.000000,0.000000
11519.022590,29700.910553,0.000000,0.000000
11032.212758,29430.605099,0.000000,0.000000
12185.979818,33267.019106,0.000000,0.000000
15563.064285,42970.315981,0.000000,0.000000
20039.616890,57775.223323,0.000000,0.000000
22839.029602,67922.651204,0.000000,0.000000
27482.498017,84841.379801,0.000000,0.000000
31978.958602,99295.791001,0.000000,0.000000
24777.154613,66295.149449,0.000000,0.000000
21516.740217,72256.473184,0.000000,0.000000
24696.997558,86984.599667,0.000000,0.000000
26263.517278,97632.155868,0.000000,0.000000
27978.534055,111098.177253,0.000000,0.000000
29684.679766,125487.911553,0.000000,0.000000
31947.334954,133032.306552,0.000000,0.000000
31242.856387,126171.582085,0.000000,0.000000
25958.740010,97598.583173,0.000000,0.000000
9182.444609,41129.779987,0.000000,0.000000
8690.334016,38191.693363,0.000000,0.000000
6312.756788,25193.667650,0.000000,0.000000
1658.959454,2109.978373,0.000000,0.000000
1706.969800,2253.494855,0.000000,0.000000
1900.267447,2585.136823,0.000000,0.000000
