P_Average,P_SD,W_Average,W_SD
179033.535417,6182.603956,180368.745580,6140.953210
169864.914183,5916.734160,176229.238636,6017.140422
162268.204031,5644.352734,172466.351579,5884.338004
156118.486557,5560.713367,169230.782579,5811.137665
150574.761732,5640.415914,166189.455568,5780.970057
146307.675268,5723.498718,163912.702348,5760.725969
142508.479666,5784.765933,161639.861447,5763.543490
139379.771368,6085.485390,159775.855185,5834.126085
136558.042851,6425.671060,158054.492458,5940.760244
133289.484062,7371.934517,156230.567169,6293.409170
130502.405640,7929.445970,154576.245258,6559.593465
127326.874124,8230.753717,152743.918897,6796.174482
124451.972487,9575.447771,150815.437895,7323.584655
120872.591024,11010.617471,148643.906320,8171.538231
117192.514500,12401.968315,146276.081505,9154.209525
114051.710012,14211.573844,144185.701308,10248.335770
111861.674298,15259.823113,142554.639299,11261.587298
108742.272257,16185.674456,140494.373363,12061.869600
104713.874432,18384.447550,137576.204559,14776.692675
100725.990833,20739.001491,134459.237022,19349.678828
95915.329420,21612.150121,130869.080725,21921.477745
91115.350695,22392.445938,127330.762211,22313.332323
87563.419248,24212.408566,124513.501930,23541.126226
83555.722739,26027.984107,120811.586829,26886.161817
79999.460052,27076.173869,117405.027121,30300.038458
75856.273162,28164.425363,113477.442792,32421.098340
71484.508547,29166.531321,109541.847149,33536.012618
67440.514761,29991.900315,105484.286229,34819.559973
63729.037895,29951.931492,102262.865645,35543.513474
61471.848379,29412.870034,100332.311824,34798.817941
59208.113223,28692.653867,98472.334551,34045.448639
57216.253650,28826.072626,96636.441861,33584.253047
53849.438096,28253.545708,93860.616061,32893.420351
50241.891020,28390.953217,90354.049319,32879.536893
47475.394239,29102.020112,87053.372367,33655.890668
45472.517194,28987.699189,84774.277891,33942.636778
44025.983633,27983.189224,83668.965016,32835.074372
41793.379432,26587.482978,81965.521975,31327.066983
39896.824604,25519.914915,80238.476676,30155.895519
38226.777187,24175.595902,78782.163500,28855.611433
36453.776252,24140.879000,76557.567584,28627.511234
34778.164922,25075.770740,73688.129720,31332.029760
33808.794638,26286.017224,71446.625820,33119.945155
31819.219226,26744.404459,68210.144898,34725.605245
28763.546033,25240.403250,64504.766275,33817.187743
26643.132027,23683.221572,62116.638202,32485.089238
25742.587688,23093.221054,61165.992291,32051.169560
25252.526289,22591.456979,60541.809287,31613.087274
24500.204190,22129.414657,59648.002565,31203.901751
21732.575952,20661.463287,56307.314093,29284.247397
18023.312157,20016.760269,50368.894535,27933.605229
16084.310223,20742.619173,45901.440284,29015.237350
15892.297823,20752.616018,44766.964511,30158.754358
15696.350594,18957.941431,44878.390466,29718.773711
14889.523014,17199.454811,44155.505795,28002.354155
14533.625027,16825.835635,43534.919348,27615.087840
13725.924572,17220.257786,41855.482771,27704.929029
13123.178702,17887.631674,40297.244579,28190.597853
13068.540109,18970.649097,39422.230056,29006.392304
12806.650397,18751.881784,38671.625337,29408.034007
11878.253630,16201.271489,37525.117030,27831.063141
10734.330573,15499.049970,35672.031864,26368.732886
10027.601239,16643.623688,33563.063119,26861.673215
9770.221968,17284.334862,32443.931973,27390.816448
9162.527658,16489.505759,31606.595015,26554.986152
8057.127077,14330.127598,30052.002036,24232.770084
6319.863215,10068.384738,27311.320432,20476.652198
4992.681243,6613.151808,24729.317385,17107.440538
4413.625994,6622.291509,22778.059171,17035.951723
4055.178242,6435.342970,21500.905972,16922.105239
3698.713225,6199.509065,20330.831385,16515.295599
3473.845653,6321.988419,19597.034015,16168.207703
3257.711410,6290.248988,18645.996215,16085.517143
3118.340613,6038.744545,18209.286641,15806.670333
3076.805583,5955.382257,18168.437507,15558.337068
2964.747499,5840.054501,18092.680614,15066.905069
2777.485237,5767.284044,17586.081899,14210.276936
