P_Average,P_SD,W_Average,W_SD
177661.424190,1519.858284,182706.468118,738.927527
161642.101776,1803.781225,174921.995331,927.589806
147261.518980,2083.640937,167192.944743,1098.046965
134329.940350,2274.223537,159742.297185,1347.787346
122652.820086,2261.275494,152582.692323,1419.472346
112228.564480,2664.043441,145825.366742,1677.727664
102701.744169,2642.741679,139583.393290,1836.577717
94383.291428,2887.963767,133717.156575,2010.854639
86782.230380,2769.576738,128218.857099,2011.566632
79629.101855,2693.081764,122847.709276,2012.725261
73091.101863,2682.768625,117737.756082,2073.995693
67658.880223,2539.398199,113167.936446,2170.800416
62805.657825,2452.805615,109012.573252,2155.049431
58322.926550,2368.219972,105037.150381,2127.827618
54164.126936,2270.302997,101219.049481,2153.719852
50232.317110,2378.771395,97439.938501,2333.627889
46814.150485,2356.827831,94027.646532,2376.873171
43505.349296,2520.801590,90669.195757,2668.914246
40443.622290,2697.760757,87397.530170,2998.439662
37645.436162,2864.873821,84302.048186,3353.072670
35109.425553,3265.637982,81352.498748,4055.447714
32717.800270,3600.534182,78578.302482,4852.597634
30619.284893,4068.562315,75899.445739,6011.922591
28792.300925,4405.462961,73418.581835,7163.342837
27097.972440,4374.832294,71166.452300,7503.430504
25634.635747,3975.328417,69259.892985,6822.257082
24273.138587,3413.935119,67514.761158,5710.598410
23126.751843,3017.936983,65903.018628,4947.263241
22085.206360,2690.979064,64432.653239,4331.656633
21217.724552,2407.129784,63172.499088,3870.400739
20463.269061,2232.987077,62055.802338,3650.433017
19732.209655,2259.783886,60901.308054,3801.520821
19049.610909,2291.697524,59820.744024,3883.845098
18382.779240,2322.378690,58796.178966,4012.350292
17743.593432,2268.811429,57761.699599,4016.534362
17123.037683,2479.084598,56648.653410,4657.689766
16498.016515,2574.347427,55601.914887,5064.042728
15899.981367,2757.914689,54586.943635,5268.142418
15101.190278,3158.346702,53052.324763,6306.833346
14391.799240,3636.595534,51529.698776,7921.878715
13863.483109,3827.543471,50479.981955,8486.950861
13211.917391,4094.179478,48895.184398,10344.604178
12718.609440,4287.286915,47641.789204,11629.885437
12287.276455,4519.216809,46417.562825,13333.562319
11863.258932,4480.700193,45544.979060,13487.434732
11232.308418,4683.056863,43988.402459,13943.638200
10421.925693,5061.347171,41630.545733,15563.595440
9503.951160,5327.721563,38913.925543,16690.165657
8579.133056,5659.404010,36148.749817,17493.510395
7928.365557,5829.889571,34155.316430,18104.258928
7505.789059,5704.146741,32987.221506,18082.627546
7308.015663,5358.990839,32792.002540,17238.271937
6891.102574,4984.507235,32250.345979,16038.543378
6396.795188,4722.829660,30823.477780,15728.089476
6105.523091,4632.737674,29941.077466,15563.110310
6025.348576,4628.202315,29643.964350,15705.877865
5949.584715,4387.343945,29687.467585,15404.482735
5783.582117,4133.021226,29662.207826,14528.174603
5471.384644,4038.958170,28707.615765,14291.904729
5244.014437,4289.201879,27443.830180,15177.902668
5209.769649,4527.523780,26807.905726,16051.547616
5119.214287,4505.189768,26332.101809,16446.636111
4795.021118,4373.710970,24972.768784,16594.409771
4195.112696,3958.349389,22772.527190,16456.607483
3708.646881,3999.003656,20742.582476,16202.858950
3700.699478,4192.982492,20051.655160,17144.730351
3693.730321,4125.347248,20327.848217,16797.498429
3395.615036,3933.250872,19526.075693,15989.424213
2875.983988,3600.470740,17359.974796,15396.515968
2306.104975,3250.433608,14411.778584,14751.817600
2030.065573,3014.391884,13049.856361,14224.679318
1941.317298,2868.703117,12890.132119,13983.556810
2041.137879,3038.592488,13118.472966,14390.985992
2018.761969,2952.291709,13142.403683,14375.531834
1809.423089,2734.223002,12462.029716,13503.681558
1554.186625,2577.579196,11329.356659,12613.459302
1342.473500,2370.520629,10386.175549,11769.004244
1211.423962,2440.826338,9443.732863,11657.064156
1286.878904,2482.464519,9967.943593,11965.410293
1259.846382,2204.688579,10282.656136,11556.953992
1039.299045,1697.541285,9688.821538,9942.703858
875.004135,1455.454883,8460.923489,9552.757657
730.729954,1022.454139,7790.629704,8340.445348
564.018991,857.758419,6715.469564,7427.996311
515.564546,944.634380,6066.192196,7468.442117
470.339303,1025.293132,5296.825181,7502.198274
501.595314,1131.066329,5347.906939,7928.796809
544.754913,1216.511536,5523.266773,8312.517933
595.870244,1276.527896,5828.806842,8671.368885
650.332956,1307.063072,6212.282804,9049.635951
683.207051,1277.757854,6439.287056,9215.768651
690.893409,1255.028192,6447.389276,9246.223050
729.342394,1328.892802,6606.250542,9579.309746
785.351936,1414.232423,6901.784504,10035.038498
796.037745,1443.953962,6966.355654,10023.660610
694.983085,1420.429507,6396.368338,9334.607327
596.192667,1506.214100,5333.066752,9084.498593
610.553278,1554.740848,5285.022909,9358.167958
633.482908,1529.947575,5524.651963,9330.895283
567.396951,1221.677425,5481.471941,8597.423820
430.793813,860.835423,4890.190654,7287.175536
341.048280,686.758869,4321.804138,6379.226084
327.073485,766.274701,3927.742100,6442.336010
361.386348,850.658836,4107.632912,6889.785576
383.029830,956.613200,4206.950956,7152.030476
420.209177,1074.580836,4269.508436,7602.495219
485.203133,1264.784533,4604.819605,8183.380881
516.310921,1464.682683,4674.203259,8421.908799
554.168548,1723.116868,4516.937757,8891.420086
628.157680,1961.145284,4786.101072,9585.990835
691.738567,2132.943191,5018.803308,10113.267882
700.688202,2073.403984,5070.886927,10333.213662
654.780761,1768.726677,5108.276258,9778.157854
468.230859,1122.740439,4566.759360,7864.324520
326.798963,929.334685,3689.937083,6614.794939
331.991233,1025.153239,3495.170748,6953.062614
344.219991,1017.905586,3557.452220,7196.407433
342.388873,900.186083,3676.973507,7118.249393
302.336449,760.245904,3557.744403,6555.911407
290.000738,840.475364,3279.536470,6531.598421
307.137017,906.684301,3400.189742,6790.935352
290.179380,885.435933,3333.533579,6647.929800
226.481172,766.300922,2770.492228,5865.055613
173.132667,652.919689,2269.175236,5146.608379
134.289200,465.524648,2063.349061,4489.883139
94.738886,238.607464,1887.259677,3372.400576
83.256117,234.404451,1743.470300,3239.287603
99.421914,284.543868,1916.552448,3650.727951
117.914968,327.845696,2084.142042,4032.872810
137.436421,373.571591,2265.180831,4389.527421
149.365398,395.022650,2407.339576,4603.239899
155.509566,389.708695,2489.680534,4645.648401
156.826523,409.858971,2390.263195,4607.021986
170.418267,483.020570,2427.966649,4860.735497
