P_Average,P_SD,W_Average,W_SD
177926.858908,6163.333707,179687.984308,6131.329047
169252.039367,5987.542769,175913.703314,6029.252581
162080.517329,5874.583515,172385.074708,5949.081556
156160.322827,5822.383248,169257.506265,5873.147416
150443.162523,5554.641263,166136.833696,5755.987586
145335.286097,5517.739763,163276.147137,5699.796898
140627.137042,5481.903192,160581.499462,5635.866456
135702.593961,5493.437148,157738.703205,5620.738720
130617.399456,5192.643547,154705.654340,5507.430804
125755.177274,5558.470704,151726.245415,5590.709922
120733.004121,5729.746001,148611.012557,5625.307370
115469.293270,5943.862980,145318.662313,5652.473255
110427.675545,5976.037346,142067.355585,5689.728556
105120.976075,6247.846862,138576.576079,5808.940777
99794.093024,6678.094250,134941.600747,6004.280521
94864.468319,6548.171251,131662.175203,6005.193999
89866.825923,6528.710464,128059.218229,6004.970909
85212.473091,6586.352994,124630.608838,6050.805468
81009.976530,7177.374870,121549.131995,6457.029794
76522.672041,7749.438021,118058.253045,6960.052548
71978.066158,8619.056549,114486.349029,7881.195882
68209.205236,9520.090004,111298.082488,8988.038948
65351.102997,9560.685562,108950.945993,9115.282607
62562.950411,8829.491930,106658.284951,8501.664215
60254.523614,9056.378747,104604.407953,8987.700173
57830.952673,10826.083103,102189.998722,11644.803663
55031.068168,12080.672138,99270.209909,14905.974872
52022.737986,12487.394455,96185.862003,16758.981603
48881.517880,13266.024717,93067.090190,17190.432153
45676.809094,13878.513617,89714.551355,17766.676039
43528.789323,13097.394799,87743.760031,16822.067789
41844.880098,12058.139578,86177.198105,15361.643984
39111.838800,12023.666315,83226.164878,15845.401237
36720.345496,12736.128739,80017.492023,18649.358194
34419.517884,13777.469508,76595.226702,21540.944693
32135.296385,13726.721129,73503.731182,22461.442807
29816.449449,13161.483709,70999.081664,21391.267688
27703.662688,13122.151730,68121.950222,21291.930524
25998.598068,13047.897433,65366.956595,22183.856176
24900.964491,12974.678108,63854.267336,21999.788551
24023.510923,13373.697529,62615.339514,22153.944707
23194.498848,13642.084216,61264.309753,22750.421089
21816.129275,13203.847499,59347.606855,22465.016236
20027.402489,12806.158572,56649.101141,21494.510543
17586.500856,12462.525454,52416.241123,21623.833823
15988.598394,11584.506323,49882.202512,20802.494154
15207.132507,10944.776494,48743.406901,20272.561311
14459.067120,10501.559228,47490.390508,19376.699978
13064.131061,10244.499058,44908.800915,19202.732516
12426.015603,10390.737030,43300.645444,19925.299682
11981.900889,10634.899797,42112.171527,20372.967212
11333.341428,10623.131204,40662.926603,20544.921552
10701.751081,10990.922033,39011.398106,20849.083990
9843.290450,10774.260230,37169.236604,20830.229659
9241.753198,10442.065332,35701.617735,20452.298862
8968.748566,10353.548637,35027.633284,20394.568982
8948.886161,10703.522503,34636.753549,21207.541365
