P_Average,P_SD,W_Average,W_SD
173909.863829,6003.378503,177654.711367,6050.877863
159109.350099,5696.815819,170630.577002,5859.142830
146319.818836,5326.622953,163769.032229,5642.785789
134331.132446,5110.014249,156980.952770,5481.893803
123306.623930,4739.806394,150394.213973,5262.170914
113697.641877,4404.925741,144320.359294,5081.313129
104635.971875,4066.096862,138499.484619,4877.186709
96414.183725,3925.744996,132953.012465,4738.068105
89184.446821,3730.674731,127861.997502,4588.991159
82593.347816,3571.536760,122991.831151,4499.123522
76643.448903,3493.775033,118501.596386,4424.309751
71172.058552,3623.445524,114087.294053,4444.026843
66117.957594,3619.948908,109978.406295,4415.624908
61427.889171,3450.573299,105965.871490,4325.558297
57087.860454,3147.024430,102187.058870,4121.115800
53248.093863,2995.862149,98708.667413,4037.699429
49745.962483,2941.125132,95375.775992,3969.416495
46352.109531,2835.393521,92071.560951,3867.335169
43165.127639,2711.086743,88804.752161,3775.163995
40298.677334,2585.355528,85794.926802,3706.032379
37769.738660,2558.650705,83012.952450,3706.612313
35436.632354,2505.731156,80372.018762,3660.971923
33213.157878,2433.390095,77794.180797,3618.447141
31143.202099,2404.668641,75331.696966,3623.551815
29235.697634,2394.179169,73021.955632,3661.341636
27578.091464,2249.631209,70912.476634,3581.764780
26358.770111,2070.133354,69329.317722,3384.324512
25150.727282,1979.241521,67691.004462,3347.337906
24024.028232,1955.256305,66157.170490,3352.527576
23368.140672,1811.039120,65287.313801,3179.908128
22849.769924,1706.335023,64541.783348,3083.453793
22191.594749,1929.091348,63585.733472,3376.480491
21531.640081,2081.243778,62623.040163,3677.901812
20700.353162,2155.514982,61331.661081,3844.415628
20046.691263,2001.871834,60335.760107,3621.353936
19479.548468,2026.047364,59537.448187,3574.101825
18709.297552,2223.403636,58348.605930,3858.512127
17796.853709,2563.950545,56901.974228,4570.774266
16775.810409,3304.414035,55162.055550,6113.254971
15909.472544,4017.959690,53402.480200,7870.898240
15342.806393,3889.242518,52519.467083,7600.766397
15008.549589,3718.653351,52001.242258,7145.707148
14702.198821,3467.297458,51533.276351,6480.720021
14114.192308,3448.136130,50452.423309,6631.993468
13457.331106,3809.427089,49042.409517,8153.780183
12888.905738,4136.301260,47773.875697,9310.474429
12230.357514,4666.324554,46081.710675,11113.395707
11568.194217,5201.640031,44149.282619,13635.209075
10945.310149,5321.183938,42477.721092,14664.258348
10316.878141,5121.117106,41295.249312,13917.248360
9670.469317,4834.944320,40171.577426,12937.261074
8853.015129,4521.100176,38210.085559,13021.637843
8204.292086,4239.750602,36770.412734,12701.191762
7527.753502,4071.464876,34770.129437,13507.338115
6875.827199,4249.442649,32362.275726,15009.935235
6428.901771,4398.411215,30528.500924,16147.968747
5880.329890,4655.665906,28248.375787,16824.879837
5362.698363,4736.170657,26270.571466,17194.392856
5079.029431,4727.980032,25118.016409,17450.589986
4916.440481,4832.197248,24189.872328,17740.105333
4848.927698,4970.768191,23661.304477,17961.413110
4979.977561,5210.737921,23535.808397,18948.203631
5223.552556,5312.260209,24306.544961,19333.652426
5170.786949,5129.211634,24529.731899,18862.821640
5042.535388,4927.379267,24529.986461,18251.348040
4724.311547,4747.056834,23727.966507,17575.019613
4364.151788,4609.830417,22512.585889,17408.709413
4136.594573,4427.913081,22082.525206,16688.932233
3863.491355,4377.465955,21348.375478,15922.448985
3546.336217,4348.074048,20222.862901,15712.642003
3414.833813,4318.694338,19752.593706,15592.156015
3363.116353,4134.475131,19704.894983,15166.780391
2959.437441,3531.260749,18662.582121,14054.646690
2453.899268,3013.396010,16824.105615,12811.425791
2055.168400,3039.764061,14505.354076,12744.279854
1987.867286,3131.536252,13699.979838,13207.634818
1989.806750,3265.616652,13333.549359,13606.383843
2064.332067,3425.496681,13365.465801,14216.560861
2183.379066,3573.417717,13541.090407,14876.088197
2280.254612,3580.354589,13896.451862,15194.235642
2156.096593,3418.292680,13562.561726,14512.911944
1952.491909,3520.112612,12269.088489,14269.455778
1856.258017,3499.556590,11664.713514,14564.092026
1684.545931,3247.752483,10983.487916,13991.225158
1391.487538,2917.142044,10064.490709,12400.923326
1222.533416,3118.532339,8972.514997,12044.959209
1241.212809,3256.982797,8863.270249,12308.220239
1171.788429,2944.950387,8715.081029,12117.226664
972.948745,2272.216991,8147.648954,10819.078168
760.728360,1849.310597,7265.680430,9294.944243
591.497898,1512.186896,6603.658867,8050.634701
427.148585,992.649792,6003.997365,6391.909817
314.412778,677.563280,5428.456552,4922.634056
313.939963,778.758987,5242.419438,5151.207814
362.966370,966.827940,5438.949482,5870.405198
440.040039,1215.481782,5782.312091,6684.721184
509.791632,1407.111060,6138.574898,7361.939502
611.580484,1742.980251,6514.109908,8336.368074
694.947525,2049.290714,6777.773810,9173.165117
784.692581,2432.359301,6857.284021,9852.443585
817.220055,2543.326243,6729.233575,10142.345734
706.226271,1953.396778,6564.434931,9281.059046
698.403694,1858.944964,6546.123033,9228.199663
741.192643,1997.789010,6659.169026,9675.992111
737.097500,2111.313863,6616.733870,9626.446008
684.306726,2293.013237,6220.638092,9303.792968
619.078267,2461.200829,5637.819584,9005.750906
568.501301,2254.578365,5404.567125,8786.677373
382.893135,1244.930120,4995.103809,6632.215402
119.667378,186.638126,3760.938679,2348.831097
93.671434,88.059490,3566.857298,1904.001603
99.985576,107.979441,3621.491594,2044.225315
105.451386,137.573181,3639.945823,2217.140056
113.946948,199.597832,3624.092310,2462.805315
120.266222,260.019945,3523.642442,2685.026405
132.843787,344.172502,3528.365549,3107.489465
146.117359,440.570885,3486.110559,3534.268502
159.802410,539.615034,3406.083516,4035.463597
193.819626,745.619822,3444.191208,4763.215087
219.323775,910.546462,3457.421692,5236.880149
251.341848,1106.313941,3494.470646,5772.177881
293.072318,1331.361364,3616.819580,6386.854639
337.542858,1562.296055,3762.846205,6933.757138
393.330191,1858.687043,3916.791560,7573.607418
451.383897,2170.477472,4061.469740,8251.894480
500.700737,2435.676047,4201.864022,8845.073145
509.696073,2482.559179,4191.594298,8816.908487
363.169789,1678.186515,3949.625768,7335.677583
117.756162,340.109098,3119.325268,2737.136768
58.431464,59.449962,2810.557163,1689.523842
61.377287,59.793868,2912.018232,1695.488956
63.582997,58.864095,3003.264998,1671.403488
63.255560,57.237945,3018.879214,1624.099754
60.527246,54.876655,2958.355484,1577.662951
56.572847,50.180850,2866.979153,1503.303996
55.743954,50.700341,2840.259013,1505.829778
55.055841,49.265423,2827.107731,1483.406655
50.989523,44.244959,2739.776351,1398.465596
45.975242,40.339696,2601.061966,1313.171124
42.649610,39.956759,2487.866048,1299.148505
39.690181,37.353734,2361.214358,1313.512303
36.148946,32.272199,2248.860697,1276.150644
32.788544,27.714225,2150.364614,1197.577869
31.525117,26.379700,2117.384205,1140.858960
32.945664,28.248009,2168.716622,1157.795493
34.413653,30.015746,2210.936990,1191.797413
35.956143,32.384701,2236.479237,1264.708510
37.471885,34.721560,2271.472694,1310.605848
39.401317,38.692335,2291.370305,1414.931007
