P_Average,P_SD,W_Average,W_SD
10703.324184,287.233090,1585.000740,21.295045
9855.451610,409.693700,1567.780762,28.009669
9118.206625,586.653435,1556.625990,36.258634
8357.991709,771.784947,1545.649187,42.070390
7614.508528,825.273174,1530.040683,45.254980
6661.747404,1048.994519,1504.861289,51.593155
6072.397256,1220.563726,1474.709507,67.520839
5276.154077,1412.027615,1430.425681,92.308103
4870.788049,1409.535021,1395.367626,112.142048
4774.093310,1222.178219,1355.139186,133.080138
4527.418470,1108.837546,1305.121884,155.676494
4184.053867,1210.166174,1229.354527,210.417296
3813.534453,1314.892836,1149.782813,237.753415
3472.218704,1295.676819,1074.807088,268.543589
3079.681472,1421.980484,974.214177,332.292313
2381.929712,1433.722865,864.762588,377.595807
2117.919648,1339.875382,809.334674,380.752553
1923.333022,1509.598711,742.531298,420.645325
1737.401273,1567.942155,690.075354,433.943195
1573.741144,1476.952154,642.205435,423.211505
1503.803839,1435.827572,613.601813,425.644886
1449.945850,1468.051005,571.093536,417.448196
1333.240553,1454.310480,521.726451,396.634831
1133.380962,1383.177928,494.845818,390.014118
1096.474010,1383.852890,472.819482,386.501983
1005.855644,1306.593702,466.542311,397.315369
951.287575,1212.097602,462.245504,397.944116
946.015087,1230.099715,456.127075,394.702021
853.712805,1269.419503,423.165273,375.890499
747.239446,1070.329896,399.874819,358.904170
628.588497,922.152691,365.155476,332.730809
535.440969,826.770792,331.211336,299.526016
494.097910,702.797157,309.330282,277.768332
445.492216,632.525040,288.519926,261.364063
413.666237,696.013101,268.335616,275.242897
410.917205,703.108083,266.956745,285.286109
458.178403,776.713251,273.154829,301.128220
459.942216,743.409508,271.657612,307.442003
428.179894,698.279691,255.396975,292.823332
309.108050,501.114860,227.680570,272.261777
254.636346,463.310058,206.363746,251.590930
267.161780,537.881940,192.971835,248.367711
267.462497,509.146586,185.277018,233.445271
240.790364,458.611770,170.839858,211.342532
205.581749,368.378651,166.675661,202.339455
192.386704,362.373468,169.195671,193.136228
194.465174,354.866087,179.599675,192.940305
174.371415,236.961314,183.441342,188.065317
179.771347,222.997801,184.614105,185.418566
184.910006,273.679463,175.204549,190.472215
201.616218,305.958855,175.010424,192.237597
200.825615,319.568087,173.921524,189.431790
191.701613,337.532617,166.955835,193.701887
178.629919,337.680391,162.772037,198.462749
151.888017,216.432162,159.527372,181.996543
147.309421,200.125135,152.445680,169.500532
155.773020,218.636001,148.169126,165.068148
140.064501,207.443094,142.731278,162.225340
106.392417,170.014455,127.636802,157.906041
90.234924,189.216166,111.632310,160.932869
92.075999,185.992002,107.237574,150.426668
87.364359,181.800194,98.950741,140.980356
78.379578,177.272415,91.463038,135.943412
73.511335,154.756714,81.950044,126.401196
67.381335,145.136877,74.748197,120.979813
61.267925,147.568865,71.853796,122.634639
68.082678,156.454540,77.349265,128.336665
