P_Average,P_SD,W_Average,W_SD
184424.931861,1316.941843,186213.519190,688.140299
172450.645934,1457.564961,182158.894286,719.132169
160131.038467,1628.234454,178203.146207,955.439702
147149.948954,2032.498696,174126.775396,1188.365838
134485.166247,2287.302804,170407.064458,1343.676585
122028.195987,3039.759065,166989.765064,1468.064042
112458.345497,4075.570912,163706.290142,1757.496823
105171.055523,3864.440264,160970.016227,1763.643862
98282.943558,4045.246308,158085.270822,1714.378353
92009.871283,3766.212644,155230.635730,1792.641202
85955.513582,3417.256444,152362.524535,1933.944965
79870.905975,3790.417425,149592.190527,2143.971480
74148.254057,3919.462971,147226.731334,2337.185557
68253.596869,3579.817227,144916.476282,2363.061255
62703.657241,4115.257313,142914.121547,2434.236430
58212.556526,4192.250035,140965.089856,2341.632443
54057.427149,4108.836123,139132.078297,2294.354226
50128.331959,4107.759712,137439.009470,2282.551966
47232.890051,3810.875171,135882.040800,2362.388666
44021.024366,3337.231737,134341.892558,2477.448280
40831.592741,3040.529833,132836.079879,2593.310860
38309.599188,3332.985342,131606.663668,2668.031929
35655.432474,3609.352001,130421.877119,2872.369179
33466.616975,3669.291799,129241.859634,3073.023474
31233.065788,3392.451648,128035.644923,3081.602703
29121.964382,3115.214897,126826.167873,3120.624734
27104.714933,2648.083048,125753.420981,3080.633518
25070.731631,2560.147058,124833.656866,3098.953909
23396.525012,2725.786782,124112.771646,3251.070461
22183.270125,2851.272023,123471.142265,3211.580488
21059.880647,2823.171742,122888.373903,3262.182971
20207.431645,2770.623084,122236.469826,3146.086777
19030.231581,2582.890908,121503.384353,3042.360214
18224.641952,2672.537667,120814.953658,3107.415336
17246.879161,2779.270243,120114.334961,3153.481388
16167.353778,2755.873896,119494.941196,3181.988749
15526.655936,2703.529939,118950.574762,3147.541947
14691.912261,2242.131426,118422.434810,3123.598491
14014.404403,1951.008561,117884.720484,3157.016306
13343.940346,1946.517826,117461.727537,3140.554886
12953.348104,2115.287686,117109.534042,3159.928417
12599.011975,2215.401679,116775.284624,3183.224220
12167.676804,2120.756100,116407.393906,3206.559092
11567.101186,2046.121837,116012.104620,3226.679152
11169.369980,1979.988963,115650.728524,3329.545354
11059.491773,1988.953370,115318.561786,3375.944477
10879.776472,2164.919360,114996.590049,3380.463960
10844.647227,2216.926464,114684.443104,3318.644615
10562.672648,2172.203232,114384.049643,3305.725452
10402.934702,2199.288125,114084.973620,3289.790314
10011.838652,1984.056757,113776.663605,3247.730909
9473.772268,1893.699143,113487.933396,3193.623566
9169.594545,1697.927063,113208.076335,3123.787587
8979.937849,1625.825837,112918.537446,3106.302809
8720.545756,1673.343517,112631.065490,3146.825728
8490.363157,1937.699398,112398.893528,3194.621019
8204.863157,2087.685073,112098.071677,3210.093851
8067.138844,2127.699690,111841.743456,3217.935890
7923.143838,1889.826115,111513.755337,3206.449674
7688.138338,1715.576428,111197.534162,3165.517285
7495.467926,1563.828693,110941.639593,3120.636390
7273.559359,1565.247524,110729.376779,3086.792550
7027.640972,1670.540891,110490.452402,3036.605830
6841.029078,1683.912553,110246.129046,3015.167289
6528.134440,1562.193447,109990.968140,2995.531333
6352.527523,1553.083175,109683.745998,2945.730715
6116.960394,1410.689261,109460.833603,2925.048983
5901.547757,1167.288296,109232.385887,2935.279852
5746.407609,1101.134391,109005.904838,2956.786523
5617.574313,1212.501078,108762.441822,2981.740623
5638.165927,1394.159689,108585.938498,2998.283527
5663.252986,1528.109595,108416.990519,2991.773934
5551.458506,1525.374337,108248.895660,3008.905050
5457.306080,1447.382604,108075.323684,3001.435180
5309.844885,1388.768515,107867.249784,3050.225818
5041.637355,1293.267907,107706.836391,3033.917445
4872.850313,1195.390489,107553.532329,3010.688735
4811.778650,1061.667024,107380.443630,2996.549491
4698.255827,966.153786,107200.401062,3023.417525
4689.196000,955.722857,107027.627037,3051.399008
4685.788526,1045.010090,106851.993863,3069.795292
4714.629320,1100.797936,106634.276237,3075.183569
4692.361657,1138.902150,106417.608184,3080.330662
4587.268556,1174.532836,106204.842293,3061.773433
4414.957151,1276.971572,106017.999536,3055.289346
4273.108407,1297.569713,105869.766382,3090.795366
4109.466412,1231.103361,105696.038557,3121.642086
4079.876102,1197.310575,105534.431427,3167.353439
4037.034510,1157.917815,105366.006163,3189.651526
4010.137699,1106.445060,105199.097845,3240.708597
4020.123017,989.308241,105039.074527,3282.567365
4050.137663,933.404439,104885.842205,3307.309025
4019.513570,970.192593,104733.859360,3335.824482
3995.008630,1174.247424,104607.299583,3344.631872
3967.551249,1280.997314,104457.999663,3331.643516
3965.665978,1345.551389,104302.330547,3317.012595
3849.830737,1310.162333,104162.155169,3335.572386
3769.429472,1295.148186,104004.210996,3344.694101
3719.122708,1241.369736,103791.306796,3375.998283
3663.815012,1109.063128,103612.125446,3373.424631
3591.571111,1041.374557,103455.983816,3340.390756
3548.425367,1087.966017,103303.233930,3334.297825
3475.644834,1066.894808,103156.102549,3338.238296
3451.541906,1066.093426,102999.267054,3318.091728
3443.186972,1124.331889,102879.998900,3338.736258
3457.962450,1067.912533,102765.529809,3355.941276
3387.820844,1038.364992,102634.037880,3374.005438
3405.699001,1122.528981,102508.293035,3417.135044
3355.267278,1110.919220,102393.860250,3448.171640
3366.083334,1074.062876,102265.421775,3463.242371
3293.228752,1071.884611,102150.639644,3496.753207
3275.011263,1055.621252,102033.679128,3550.740795
3222.564230,1012.398314,101917.915221,3592.098630
3161.194710,927.497001,101803.720899,3616.751951
3120.168814,890.279109,101706.025303,3652.227403
3122.118611,916.234688,101585.982200,3672.120127
3089.914096,900.027127,101469.845591,3698.907272
3030.109208,919.681085,101336.105089,3713.656505
2951.465393,881.616498,101201.002401,3722.848138
2947.443223,935.153627,101080.904615,3723.018140
2923.924263,925.763516,100958.319081,3708.779117
2831.019905,938.824974,100834.707598,3705.810947
2767.986641,948.827804,100679.097754,3714.352212
2687.052565,1016.703723,100517.289559,3716.499089
2583.729525,980.309335,100388.005135,3718.639230
2488.997823,794.790492,100272.415947,3722.301070
2445.901249,820.333157,100164.693880,3722.457154
2464.764399,887.773529,100069.387710,3719.614253
2476.563379,982.774242,99955.055532,3704.464305
2487.985067,1029.611579,99862.057636,3688.900394
2481.827611,1028.509559,99756.210097,3692.302875
2557.518278,1039.120276,99661.229056,3678.108623
2586.945729,952.889381,99555.652673,3662.076064
2637.930438,965.170982,99454.870972,3626.454520
2682.985343,979.732629,99347.762553,3587.737115
2680.801731,958.393223,99207.929550,3557.415677
2611.621198,888.260320,99084.761897,3539.631078
2499.903408,851.783969,98959.746849,3522.780142
2427.246650,844.664371,98827.055229,3517.071634
2425.845748,843.631172,98689.551786,3531.332368
2402.319181,767.957444,98558.762636,3549.571316
2372.999838,782.034901,98421.493268,3572.021008
