P_Average,P_SD,W_Average,W_SD
186702.338286,3562.819396,624.237306,6.313258
178133.866664,4482.167835,613.384368,7.837633
170762.088211,4457.738160,604.212436,9.657361
164277.556586,5642.205071,595.766467,13.877355
158330.714042,6931.302022,588.092336,16.476320
154123.624511,8194.136293,580.807213,16.403278
149809.400347,8838.111020,573.553346,17.430352
144792.899733,9484.799854,566.572154,22.066155
139296.672359,9036.975401,557.935352,23.814391
132505.623937,11627.863239,547.338494,25.118588
124440.689806,16390.219743,531.655658,34.030459
113813.891860,23695.004174,512.515012,49.971168
104652.567355,26743.505404,488.810805,71.180047
91486.890616,33206.804842,457.518383,99.359266
83083.378194,37320.734664,430.484682,122.303670
75871.639453,38982.032072,400.812629,136.074425
69409.269414,37785.375167,380.705473,134.095295
66046.863265,38841.370734,369.260850,149.814759
63437.745645,36696.708235,360.015462,137.960415
55795.073356,33320.469755,335.260878,142.127255
50542.275303,31246.774358,321.334743,137.008792
48292.470016,31681.924100,307.546981,147.796578
46279.730388,31902.835381,299.363612,149.563822
44188.056314,31507.815818,292.087926,149.007326
43690.677277,32399.813837,285.787060,143.809090
40572.527294,33532.658653,268.831413,146.064042
35889.963195,32563.501592,248.375611,141.565100
28714.061863,29839.658391,224.466984,139.819416
22981.749626,24901.291548,209.209818,134.941534
19475.690318,20858.312932,186.010109,120.199165
14791.466942,17015.659254,157.660301,104.467402
14022.945015,17839.155082,150.176062,106.887173
13315.018770,16103.346933,148.159214,105.124681
11868.668301,15158.376462,135.741299,102.575941
10899.339581,14895.164101,127.564596,101.426622
9935.614972,15248.855471,118.813774,101.136757
9059.568438,14125.164603,115.699280,106.430482
7591.674272,11692.516816,108.158127,102.647368
6697.428105,11570.738712,93.929259,93.620388
5756.863224,10322.035103,86.039324,81.517230
4121.420084,7636.287773,72.642958,64.793181
3253.064462,5526.580889,67.080101,51.926714
2514.484831,4459.176065,60.746897,45.088244
2456.294289,4938.104460,57.641885,47.660932
2799.253012,6162.962034,58.136052,52.637598
3109.606408,6982.096602,58.827622,56.917429
3131.642925,7103.227437,57.985833,57.244284
2857.712662,5992.484059,57.552463,56.726761
2261.166711,3983.026201,55.027896,49.277920
1833.210484,3211.578393,49.579710,40.682489
1550.847503,2697.780318,45.405760,35.968395
1419.946244,2544.963797,44.284746,35.480289
1436.179610,2839.509691,44.231745,36.459358
1427.659943,3084.427373,43.793318,36.693767
1609.577910,3865.604014,44.459820,41.167560
1750.730407,4506.714737,44.240333,43.379778
1733.583277,4773.321976,43.257654,43.882368
1564.744302,4740.308777,40.729865,42.287486
1358.582093,4239.899583,37.465303,39.688546
952.288379,2445.847132,32.881095,32.119973
437.290543,543.854178,25.941865,20.692114
444.844045,571.835988,25.370981,21.028748
466.234920,626.820506,25.619222,21.130047
410.642325,599.896326,23.938852,20.258138
380.050288,697.555552,22.261798,20.449649
404.708072,950.634977,21.090501,21.698142
455.737903,1257.113411,21.422916,24.289048
473.140824,1365.741919,21.470102,26.130554
509.000150,1588.099287,21.082260,28.013973
517.871188,1793.425654,20.049853,29.947673
541.379607,1977.609191,19.702440,30.749085
523.924394,1873.095955,19.255635,30.513207
373.417453,1129.044486,18.732102,28.539760
